student_id,business_id,rating_1_to_5,accepted_match,feedback_comment
STU0053,BUS0013,5,True,Not enough overlap in interests.
STU0053,BUS0075,4,True,Excellent guidance on career direction.
STU0054,BUS0080,5,True,Not enough overlap in interests.
STU0054,BUS0116,3,True,Great alignment on skills and goals.
STU0055,BUS0158,5,True,"Good match, would recommend."
STU0055,BUS0087,5,True,Not enough overlap in interests.
STU0055,BUS0114,4,True,Excellent guidance on career direction.
STU0056,BUS0156,5,True,Somewhat helpful but not a strong fit.
STU0056,BUS0120,4,True,Somewhat helpful but not a strong fit.
STU0057,BUS0138,5,True,Excellent guidance on career direction.
STU0058,BUS0160,3,True,Excellent guidance on career direction.
STU0058,BUS0026,5,True,"Scheduling was hard, but content was valuable."
STU0059,BUS0158,4,True,"Good match, would recommend."
STU0059,BUS0068,5,True,"Good match, would recommend."
STU0060,BUS0178,4,True,Great alignment on skills and goals.
STU0060,BUS0044,5,True,Excellent guidance on career direction.
STU0060,BUS0071,5,True,Mentor's experience was very relevant.
STU0061,BUS0027,5,True,Excellent guidance on career direction.
STU0061,BUS0058,4,True,"Good match, would recommend."
STU0062,BUS0045,4,True,Great alignment on skills and goals.
STU0062,BUS0050,5,True,Excellent guidance on career direction.
STU0063,BUS0151,4,True,Excellent guidance on career direction.
STU0063,BUS0163,4,True,Not enough overlap in interests.
STU0064,BUS0175,3,True,Somewhat helpful but not a strong fit.
STU0064,BUS0095,5,True,Somewhat helpful but not a strong fit.
STU0064,BUS0090,5,True,"Good match, would recommend."
STU0065,BUS0047,3,True,Not enough overlap in interests.
STU0066,BUS0190,4,True,Excellent guidance on career direction.
STU0066,BUS0169,5,True,Not enough overlap in interests.
STU0066,BUS0140,5,True,Great alignment on skills and goals.
STU0067,BUS0160,3,True,Not enough overlap in interests.
STU0067,BUS0066,5,True,Mentor's experience was very relevant.
STU0068,BUS0002,4,True,Somewhat helpful but not a strong fit.
STU0068,BUS0064,5,True,"Scheduling was hard, but content was valuable."
STU0069,BUS0164,5,True,"Good match, would recommend."
STU0070,BUS0191,2,False,Not enough overlap in interests.
STU0070,BUS0069,5,True,Great alignment on skills and goals.
STU0071,BUS0198,5,True,Mentor's experience was very relevant.
STU0071,BUS0002,4,True,Excellent guidance on career direction.
STU0072,BUS0017,4,True,Great alignment on skills and goals.
STU0072,BUS0029,4,True,Not enough overlap in interests.
STU0073,BUS0142,5,True,Somewhat helpful but not a strong fit.
STU0073,BUS0188,4,True,Somewhat helpful but not a strong fit.
STU0073,BUS0133,5,True,Somewhat helpful but not a strong fit.
STU0075,BUS0137,4,True,Mentor's experience was very relevant.
STU0075,BUS0063,4,True,Excellent guidance on career direction.
STU0076,BUS0038,5,True,Excellent guidance on career direction.
STU0076,BUS0138,4,True,Mentor's experience was very relevant.
STU0076,BUS0078,5,True,Not enough overlap in interests.
STU0077,BUS0181,3,True,"Scheduling was hard, but content was valuable."
STU0077,BUS0144,5,True,Excellent guidance on career direction.
STU0079,BUS0090,4,True,"Scheduling was hard, but content was valuable."
STU0079,BUS0118,5,True,Somewhat helpful but not a strong fit.
STU0079,BUS0026,2,False,Mentor's experience was very relevant.
STU0080,BUS0140,4,True,Excellent guidance on career direction.
STU0080,BUS0195,4,True,"Scheduling was hard, but content was valuable."
STU0081,BUS0027,4,True,Excellent guidance on career direction.
STU0081,BUS0058,4,True,Excellent guidance on career direction.
STU0081,BUS0024,5,True,Somewhat helpful but not a strong fit.
STU0083,BUS0083,4,True,Not enough overlap in interests.
STU0083,BUS0088,4,True,Mentor's experience was very relevant.
STU0083,BUS0189,5,True,Somewhat helpful but not a strong fit.
STU0084,BUS0110,4,True,Excellent guidance on career direction.
STU0084,BUS0167,5,True,Not enough overlap in interests.
STU0084,BUS0043,5,True,Not enough overlap in interests.
STU0085,BUS0149,5,True,Not enough overlap in interests.
STU0085,BUS0123,4,True,Mentor's experience was very relevant.
STU0086,BUS0094,5,True,"Scheduling was hard, but content was valuable."
STU0087,BUS0114,5,True,Excellent guidance on career direction.
STU0087,BUS0128,3,True,Somewhat helpful but not a strong fit.
STU0087,BUS0191,5,True,Somewhat helpful but not a strong fit.
STU0088,BUS0052,4,True,"Scheduling was hard, but content was valuable."
STU0088,BUS0164,3,True,"Good match, would recommend."
STU0089,BUS0060,4,True,"Good match, would recommend."
STU0089,BUS0179,3,True,Somewhat helpful but not a strong fit.
STU0089,BUS0177,4,True,Excellent guidance on career direction.
STU0090,BUS0092,4,True,"Scheduling was hard, but content was valuable."
STU0090,BUS0182,4,True,Not enough overlap in interests.
STU0090,BUS0015,5,True,Excellent guidance on career direction.
STU0091,BUS0052,3,True,Not enough overlap in interests.
STU0091,BUS0124,4,True,"Good match, would recommend."
STU0091,BUS0099,5,True,Not enough overlap in interests.
STU0092,BUS0093,2,False,Mentor's experience was very relevant.
STU0092,BUS0034,5,True,Mentor's experience was very relevant.
STU0092,BUS0003,5,True,Great alignment on skills and goals.
STU0093,BUS0112,5,True,Somewhat helpful but not a strong fit.
STU0094,BUS0047,3,True,"Scheduling was hard, but content was valuable."
STU0095,BUS0093,5,True,Not enough overlap in interests.
STU0096,BUS0071,5,True,"Good match, would recommend."
STU0096,BUS0005,5,True,Not enough overlap in interests.
STU0096,BUS0166,5,True,Somewhat helpful but not a strong fit.
STU0097,BUS0074,3,True,Not enough overlap in interests.
STU0098,BUS0007,4,True,Somewhat helpful but not a strong fit.
STU0099,BUS0047,2,False,Mentor's experience was very relevant.
STU0099,BUS0159,4,True,"Scheduling was hard, but content was valuable."
STU0099,BUS0008,5,True,Great alignment on skills and goals.
STU0100,BUS0158,5,True,Somewhat helpful but not a strong fit.
STU0101,BUS0083,4,True,Excellent guidance on career direction.
STU0102,BUS0105,5,True,Not enough overlap in interests.
STU0102,BUS0062,4,True,Somewhat helpful but not a strong fit.
STU0103,BUS0163,4,True,Mentor's experience was very relevant.
STU0103,BUS0192,3,True,Excellent guidance on career direction.
STU0103,BUS0147,4,True,Great alignment on skills and goals.
STU0104,BUS0022,4,True,"Good match, would recommend."
STU0104,BUS0019,5,True,"Good match, would recommend."
STU0104,BUS0098,5,True,"Good match, would recommend."
STU0105,BUS0174,4,True,Great alignment on skills and goals.
STU0105,BUS0068,3,True,Not enough overlap in interests.
STU0106,BUS0024,3,True,"Good match, would recommend."
STU0107,BUS0082,2,False,"Good match, would recommend."
STU0107,BUS0025,4,True,Not enough overlap in interests.
STU0107,BUS0008,5,True,"Scheduling was hard, but content was valuable."
STU0108,BUS0107,4,True,"Scheduling was hard, but content was valuable."
STU0108,BUS0019,4,True,Excellent guidance on career direction.
STU0108,BUS0097,4,True,Somewhat helpful but not a strong fit.
STU0110,BUS0052,4,True,Mentor's experience was very relevant.
STU0110,BUS0171,5,True,Great alignment on skills and goals.
STU0111,BUS0182,5,True,"Good match, would recommend."
STU0111,BUS0015,4,True,"Scheduling was hard, but content was valuable."
STU0112,BUS0195,3,True,Somewhat helpful but not a strong fit.
STU0112,BUS0090,5,True,Great alignment on skills and goals.
STU0113,BUS0053,5,True,Not enough overlap in interests.
STU0113,BUS0177,5,True,Somewhat helpful but not a strong fit.
STU0113,BUS0002,5,True,Excellent guidance on career direction.
STU0114,BUS0101,5,True,Excellent guidance on career direction.
STU0114,BUS0019,5,True,Somewhat helpful but not a strong fit.
STU0115,BUS0044,5,True,Mentor's experience was very relevant.
STU0116,BUS0148,5,True,Excellent guidance on career direction.
STU0116,BUS0035,2,False,"Scheduling was hard, but content was valuable."
STU0116,BUS0074,5,True,Mentor's experience was very relevant.
STU0117,BUS0059,3,True,Mentor's experience was very relevant.
STU0117,BUS0128,3,True,"Good match, would recommend."
STU0118,BUS0008,5,True,Excellent guidance on career direction.
STU0118,BUS0153,4,True,"Good match, would recommend."
STU0119,BUS0075,5,True,Great alignment on skills and goals.
STU0119,BUS0116,5,True,Mentor's experience was very relevant.
STU0120,BUS0002,4,True,Mentor's experience was very relevant.
STU0120,BUS0132,2,False,Somewhat helpful but not a strong fit.
STU0121,BUS0047,4,True,"Scheduling was hard, but content was valuable."
STU0121,BUS0138,3,True,Excellent guidance on career direction.
STU0122,BUS0045,5,True,Somewhat helpful but not a strong fit.
STU0122,BUS0102,5,True,Excellent guidance on career direction.
STU0123,BUS0031,4,True,"Good match, would recommend."
STU0124,BUS0131,1,False,Mentor's experience was very relevant.
STU0124,BUS0102,5,True,Mentor's experience was very relevant.
STU0124,BUS0026,4,True,Excellent guidance on career direction.
STU0125,BUS0025,4,True,"Good match, would recommend."
STU0125,BUS0017,4,True,Excellent guidance on career direction.
STU0125,BUS0030,5,True,Somewhat helpful but not a strong fit.
STU0126,BUS0031,4,True,"Scheduling was hard, but content was valuable."
STU0126,BUS0039,4,True,Not enough overlap in interests.
STU0126,BUS0086,4,True,"Good match, would recommend."
STU0127,BUS0152,5,True,Somewhat helpful but not a strong fit.
STU0127,BUS0159,1,False,Excellent guidance on career direction.
STU0127,BUS0003,5,True,"Good match, would recommend."
STU0128,BUS0192,5,True,Excellent guidance on career direction.
STU0128,BUS0092,4,True,Not enough overlap in interests.
STU0128,BUS0015,4,True,Not enough overlap in interests.
STU0129,BUS0034,4,True,Excellent guidance on career direction.
STU0129,BUS0159,4,True,Great alignment on skills and goals.
STU0129,BUS0070,5,True,Not enough overlap in interests.
STU0130,BUS0127,4,True,Not enough overlap in interests.
STU0130,BUS0036,5,True,Mentor's experience was very relevant.
STU0130,BUS0182,5,True,"Good match, would recommend."
STU0131,BUS0048,4,True,Mentor's experience was very relevant.
STU0131,BUS0184,5,True,Mentor's experience was very relevant.
STU0132,BUS0183,5,True,Mentor's experience was very relevant.
STU0132,BUS0024,4,True,Mentor's experience was very relevant.
STU0133,BUS0089,1,False,"Scheduling was hard, but content was valuable."
STU0133,BUS0023,2,False,Somewhat helpful but not a strong fit.
STU0134,BUS0165,4,True,Somewhat helpful but not a strong fit.
STU0134,BUS0089,5,True,Mentor's experience was very relevant.
STU0135,BUS0080,4,True,Excellent guidance on career direction.
STU0135,BUS0068,5,True,Somewhat helpful but not a strong fit.
STU0135,BUS0158,4,True,Somewhat helpful but not a strong fit.
STU0136,BUS0090,4,True,Mentor's experience was very relevant.
STU0136,BUS0100,3,True,Mentor's experience was very relevant.
STU0137,BUS0183,4,True,"Scheduling was hard, but content was valuable."
STU0138,BUS0111,5,True,Mentor's experience was very relevant.
STU0138,BUS0110,4,True,Not enough overlap in interests.
STU0139,BUS0181,4,True,"Scheduling was hard, but content was valuable."
STU0140,BUS0020,3,True,"Good match, would recommend."
STU0140,BUS0135,3,True,Somewhat helpful but not a strong fit.
STU0141,BUS0131,5,True,Great alignment on skills and goals.
STU0141,BUS0094,4,True,Excellent guidance on career direction.
STU0141,BUS0175,5,True,Excellent guidance on career direction.
STU0142,BUS0196,3,True,Somewhat helpful but not a strong fit.
STU0142,BUS0053,5,True,Mentor's experience was very relevant.
STU0142,BUS0007,4,True,"Scheduling was hard, but content was valuable."
STU0143,BUS0024,5,True,"Scheduling was hard, but content was valuable."
STU0144,BUS0146,5,True,Great alignment on skills and goals.
STU0144,BUS0150,5,True,Great alignment on skills and goals.
STU0144,BUS0044,5,True,"Scheduling was hard, but content was valuable."
STU0145,BUS0189,5,True,"Good match, would recommend."
STU0145,BUS0070,5,True,Mentor's experience was very relevant.
STU0146,BUS0141,2,False,Not enough overlap in interests.
STU0146,BUS0160,5,True,Somewhat helpful but not a strong fit.
STU0147,BUS0111,3,True,"Good match, would recommend."
STU0147,BUS0096,5,True,Mentor's experience was very relevant.
STU0147,BUS0112,3,True,Not enough overlap in interests.
STU0148,BUS0189,5,True,Excellent guidance on career direction.
STU0148,BUS0093,5,True,Excellent guidance on career direction.
STU0149,BUS0103,3,True,Mentor's experience was very relevant.
STU0149,BUS0061,2,False,Somewhat helpful but not a strong fit.
STU0150,BUS0073,4,True,"Scheduling was hard, but content was valuable."
STU0150,BUS0061,5,True,"Scheduling was hard, but content was valuable."
STU0150,BUS0197,4,True,Not enough overlap in interests.
STU0151,BUS0110,5,True,Somewhat helpful but not a strong fit.
STU0151,BUS0043,5,True,Great alignment on skills and goals.
STU0152,BUS0160,3,True,"Good match, would recommend."
STU0152,BUS0141,5,True,Great alignment on skills and goals.
STU0153,BUS0024,5,True,"Good match, would recommend."
STU0154,BUS0124,5,True,"Scheduling was hard, but content was valuable."
STU0154,BUS0162,5,True,"Scheduling was hard, but content was valuable."
STU0154,BUS0086,5,True,Not enough overlap in interests.
STU0155,BUS0106,3,True,"Scheduling was hard, but content was valuable."
STU0155,BUS0150,4,True,Not enough overlap in interests.
STU0156,BUS0158,4,True,Mentor's experience was very relevant.
STU0156,BUS0041,4,True,"Good match, would recommend."
STU0156,BUS0109,5,True,"Good match, would recommend."
STU0157,BUS0180,5,True,"Scheduling was hard, but content was valuable."
STU0157,BUS0043,5,True,"Good match, would recommend."
STU0157,BUS0163,3,True,Not enough overlap in interests.
STU0158,BUS0099,5,True,"Good match, would recommend."
STU0158,BUS0009,5,True,Somewhat helpful but not a strong fit.
STU0158,BUS0039,5,True,"Good match, would recommend."
STU0159,BUS0123,4,True,"Scheduling was hard, but content was valuable."
STU0159,BUS0144,5,True,Somewhat helpful but not a strong fit.
STU0159,BUS0086,4,True,"Good match, would recommend."
STU0160,BUS0037,4,True,"Good match, would recommend."
STU0160,BUS0056,4,True,Excellent guidance on career direction.
STU0161,BUS0099,5,True,"Good match, would recommend."
STU0162,BUS0124,3,True,"Scheduling was hard, but content was valuable."
STU0162,BUS0149,2,False,"Good match, would recommend."
STU0162,BUS0039,5,True,Mentor's experience was very relevant.
STU0163,BUS0133,1,False,"Scheduling was hard, but content was valuable."
STU0164,BUS0156,5,True,Great alignment on skills and goals.
STU0164,BUS0127,5,True,"Scheduling was hard, but content was valuable."
STU0165,BUS0162,4,True,Excellent guidance on career direction.
STU0165,BUS0181,3,True,Excellent guidance on career direction.
STU0165,BUS0123,5,True,Great alignment on skills and goals.
STU0166,BUS0101,5,True,Great alignment on skills and goals.
STU0166,BUS0135,5,True,Mentor's experience was very relevant.
STU0166,BUS0057,5,True,Somewhat helpful but not a strong fit.
STU0167,BUS0058,4,True,Somewhat helpful but not a strong fit.
STU0168,BUS0130,5,True,Somewhat helpful but not a strong fit.
STU0168,BUS0115,5,True,"Scheduling was hard, but content was valuable."
STU0169,BUS0005,4,True,Great alignment on skills and goals.
STU0169,BUS0067,3,True,Mentor's experience was very relevant.
STU0170,BUS0143,3,True,Great alignment on skills and goals.
STU0170,BUS0104,3,True,"Good match, would recommend."
STU0171,BUS0103,4,True,"Scheduling was hard, but content was valuable."
STU0171,BUS0185,5,True,Not enough overlap in interests.
STU0172,BUS0006,4,True,"Good match, would recommend."
STU0173,BUS0173,5,True,Excellent guidance on career direction.
STU0173,BUS0143,5,True,Great alignment on skills and goals.
STU0173,BUS0049,4,True,Excellent guidance on career direction.
STU0174,BUS0158,5,True,Somewhat helpful but not a strong fit.
STU0174,BUS0068,5,True,Excellent guidance on career direction.
STU0174,BUS0174,5,True,Excellent guidance on career direction.
STU0175,BUS0160,5,True,"Good match, would recommend."
STU0175,BUS0090,5,True,Great alignment on skills and goals.
STU0175,BUS0190,5,True,"Good match, would recommend."
STU0176,BUS0019,5,True,Somewhat helpful but not a strong fit.
STU0176,BUS0020,4,True,Somewhat helpful but not a strong fit.
STU0176,BUS0076,5,True,Mentor's experience was very relevant.
STU0177,BUS0190,3,True,Excellent guidance on career direction.
STU0177,BUS0175,4,True,Somewhat helpful but not a strong fit.
STU0177,BUS0050,5,True,Somewhat helpful but not a strong fit.
STU0178,BUS0070,5,True,Somewhat helpful but not a strong fit.
STU0178,BUS0083,5,True,Somewhat helpful but not a strong fit.
STU0178,BUS0078,1,False,Mentor's experience was very relevant.
STU0179,BUS0133,5,True,Mentor's experience was very relevant.
STU0179,BUS0001,1,False,"Scheduling was hard, but content was valuable."
STU0180,BUS0034,5,True,Mentor's experience was very relevant.
STU0181,BUS0042,4,True,Mentor's experience was very relevant.
STU0181,BUS0084,3,True,Somewhat helpful but not a strong fit.
STU0181,BUS0011,4,True,"Scheduling was hard, but content was valuable."
STU0182,BUS0039,4,True,Somewhat helpful but not a strong fit.
STU0182,BUS0054,4,True,Somewhat helpful but not a strong fit.
STU0183,BUS0125,5,True,Great alignment on skills and goals.
STU0183,BUS0011,3,True,"Good match, would recommend."
STU0184,BUS0079,3,True,Not enough overlap in interests.
STU0185,BUS0070,1,False,"Good match, would recommend."
STU0185,BUS0003,4,True,"Good match, would recommend."
STU0185,BUS0088,4,True,Great alignment on skills and goals.
STU0186,BUS0030,4,True,"Good match, would recommend."
STU0187,BUS0146,5,True,Great alignment on skills and goals.
STU0187,BUS0168,4,True,Mentor's experience was very relevant.
STU0188,BUS0121,4,True,Mentor's experience was very relevant.
STU0189,BUS0130,5,True,Somewhat helpful but not a strong fit.
STU0189,BUS0128,5,True,"Good match, would recommend."
STU0190,BUS0181,5,True,"Good match, would recommend."
STU0190,BUS0033,5,True,Excellent guidance on career direction.
STU0191,BUS0115,4,True,"Scheduling was hard, but content was valuable."
STU0191,BUS0068,5,True,Great alignment on skills and goals.
STU0191,BUS0109,5,True,Somewhat helpful but not a strong fit.
STU0192,BUS0121,3,True,Somewhat helpful but not a strong fit.
STU0192,BUS0086,5,True,Excellent guidance on career direction.
STU0193,BUS0076,4,True,"Scheduling was hard, but content was valuable."
STU0193,BUS0104,5,True,Excellent guidance on career direction.
STU0193,BUS0101,5,True,Great alignment on skills and goals.
STU0194,BUS0147,4,True,Great alignment on skills and goals.
STU0194,BUS0036,5,True,Somewhat helpful but not a strong fit.
STU0194,BUS0113,5,True,"Good match, would recommend."
STU0195,BUS0199,4,True,Not enough overlap in interests.
STU0195,BUS0006,5,True,Mentor's experience was very relevant.
STU0196,BUS0156,3,True,Excellent guidance on career direction.
STU0196,BUS0092,5,True,Not enough overlap in interests.
STU0197,BUS0054,5,True,Somewhat helpful but not a strong fit.
STU0198,BUS0142,4,True,"Good match, would recommend."
STU0198,BUS0200,5,True,"Scheduling was hard, but content was valuable."
STU0198,BUS0001,4,True,"Scheduling was hard, but content was valuable."
STU0199,BUS0078,5,True,Not enough overlap in interests.
STU0199,BUS0017,4,True,"Good match, would recommend."
STU0200,BUS0163,4,True,"Good match, would recommend."
STU0200,BUS0108,5,True,"Good match, would recommend."
STU0200,BUS0072,3,True,Great alignment on skills and goals.
STU0201,BUS0199,5,True,Not enough overlap in interests.
STU0201,BUS0060,3,True,"Scheduling was hard, but content was valuable."
STU0202,BUS0052,5,True,Excellent guidance on career direction.
STU0202,BUS0081,3,True,Not enough overlap in interests.
STU0203,BUS0028,4,True,Not enough overlap in interests.
STU0203,BUS0179,4,True,Excellent guidance on career direction.
STU0204,BUS0069,2,False,Great alignment on skills and goals.
STU0204,BUS0116,3,True,Mentor's experience was very relevant.
STU0205,BUS0111,5,True,"Good match, would recommend."
STU0205,BUS0120,4,True,"Scheduling was hard, but content was valuable."
STU0206,BUS0198,4,True,Great alignment on skills and goals.
STU0206,BUS0007,5,True,Somewhat helpful but not a strong fit.
STU0206,BUS0073,4,True,Great alignment on skills and goals.
STU0207,BUS0056,3,True,"Scheduling was hard, but content was valuable."
STU0207,BUS0053,4,True,Excellent guidance on career direction.
STU0208,BUS0117,1,False,Excellent guidance on career direction.
STU0208,BUS0142,2,False,Mentor's experience was very relevant.
STU0210,BUS0098,4,True,Somewhat helpful but not a strong fit.
STU0210,BUS0101,1,False,"Scheduling was hard, but content was valuable."
STU0211,BUS0188,1,False,Excellent guidance on career direction.
STU0211,BUS0001,5,True,Great alignment on skills and goals.
STU0211,BUS0042,2,False,Mentor's experience was very relevant.
STU0212,BUS0097,1,False,Excellent guidance on career direction.
STU0212,BUS0024,5,True,Not enough overlap in interests.
STU0213,BUS0143,4,True,Not enough overlap in interests.
STU0213,BUS0101,5,True,Not enough overlap in interests.
STU0213,BUS0107,5,True,Not enough overlap in interests.
STU0214,BUS0009,5,True,"Scheduling was hard, but content was valuable."
STU0214,BUS0144,4,True,"Good match, would recommend."
STU0215,BUS0167,5,True,Somewhat helpful but not a strong fit.
STU0215,BUS0120,5,True,Excellent guidance on career direction.
STU0215,BUS0126,5,True,Mentor's experience was very relevant.
STU0216,BUS0016,2,False,"Scheduling was hard, but content was valuable."
STU0216,BUS0132,5,True,Mentor's experience was very relevant.
STU0216,BUS0194,5,True,Excellent guidance on career direction.
STU0217,BUS0074,5,True,Mentor's experience was very relevant.
STU0218,BUS0153,2,False,Excellent guidance on career direction.
STU0218,BUS0083,5,True,"Scheduling was hard, but content was valuable."
STU0218,BUS0093,4,True,"Good match, would recommend."
STU0219,BUS0098,5,True,"Scheduling was hard, but content was valuable."
STU0219,BUS0135,4,True,Excellent guidance on career direction.
STU0219,BUS0097,4,True,Somewhat helpful but not a strong fit.
STU0220,BUS0145,3,True,Somewhat helpful but not a strong fit.
STU0220,BUS0114,5,True,"Scheduling was hard, but content was valuable."
STU0221,BUS0194,5,True,Great alignment on skills and goals.
STU0222,BUS0020,5,True,"Good match, would recommend."
STU0222,BUS0004,4,True,Not enough overlap in interests.
STU0223,BUS0176,4,True,Excellent guidance on career direction.
STU0223,BUS0150,4,True,"Good match, would recommend."
STU0224,BUS0085,4,True,Great alignment on skills and goals.
STU0224,BUS0066,2,False,Great alignment on skills and goals.
STU0224,BUS0118,4,True,"Scheduling was hard, but content was valuable."
STU0225,BUS0124,5,True,Excellent guidance on career direction.
STU0226,BUS0076,3,True,Excellent guidance on career direction.
STU0227,BUS0005,5,True,Not enough overlap in interests.
STU0227,BUS0012,4,True,Great alignment on skills and goals.
STU0228,BUS0128,5,True,Mentor's experience was very relevant.
STU0228,BUS0114,4,True,Somewhat helpful but not a strong fit.
